"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Answer.commentbox","Answer.expected_always.on","Answer.expected_category1","Answer.expected_category2","Answer.expected_category3","Answer.expected_category4","Answer.expected_category5","Answer.expected_category6","Answer.expected_category7","Answer.expected_never.on","Answer.expected_relation1","Answer.expected_relation2","Answer.expected_relation3","Answer.expected_relation4","Answer.expected_relation5","Answer.expected_relation6","Answer.expected_relation7","Answer.expected_type1","Answer.expected_type2","Answer.expected_type3","Answer.expected_type4","Answer.expected_type5","Answer.expected_type6","Answer.expected_type7","Answer.expected_value1","Answer.expected_value2","Answer.expected_value3","Answer.expected_value4","Answer.expected_value5","Answer.expected_value6","Answer.expected_value7","Answer.normal_always.on","Answer.normal_category1","Answer.normal_category2","Answer.normal_category3","Answer.normal_category4","Answer.normal_category5","Answer.normal_category6","Answer.normal_never.on","Answer.normal_relation1","Answer.normal_relation2","Answer.normal_relation3","Answer.normal_relation4","Answer.normal_relation5","Answer.normal_relation6","Answer.normal_type1","Answer.normal_type2","Answer.normal_type3","Answer.normal_type4","Answer.normal_type5","Answer.normal_type6","Answer.normal_value1","Answer.normal_value2","Answer.normal_value3","Answer.normal_value4","Answer.normal_value5","Answer.normal_value6","Answer.taboo_always.on","Answer.taboo_category1","Answer.taboo_category2","Answer.taboo_category3","Answer.taboo_category4","Answer.taboo_category5","Answer.taboo_category6","Answer.taboo_category7","Answer.taboo_never.on","Answer.taboo_relation1","Answer.taboo_relation2","Answer.taboo_relation3","Answer.taboo_relation4","Answer.taboo_relation5","Answer.taboo_relation6","Answer.taboo_relation7","Answer.taboo_type1","Answer.taboo_type2","Answer.taboo_type3","Answer.taboo_type4","Answer.taboo_type5","Answer.taboo_type6","Answer.taboo_type7","Answer.taboo_value1","Answer.taboo_value2","Answer.taboo_value3","Answer.taboo_value4","Answer.taboo_value5","Answer.taboo_value6","Answer.taboo_value7","Approve","Reject"
"3OLZC0DJ8KEN3MT3TXXJ4QZSLB4IVR","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:38 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:38 PDT 2022","","","3A1PQ49WVJGA8Z0E630BLANQVAH1HE","AA5ZDXAA2DLY1","Submitted","Mon Jun 13 02:07:39 PDT 2022","Mon Jun 13 02:19:48 PDT 2022","Mon Jun 20 02:19:48 PDT 2022","","","","729","99% (301/303)","0% (0/0)","0% (0/0)","airplane cabin","wear jewelry","","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","false","is","is","","","","","","marital status","marital status","","","","","","married","engaged","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","false","is not","","","","","","religion","","","","","","United Pentecostal","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","false","is","","","","","","","age-bracket","","","","","","","infant","","","","","",""
"30U1YOGZGBVQ3JWD7OR326Z8U22DSF","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:38 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:38 PDT 2022","","","3WMOAN2SRDWI472NGFFDXIR26WWVNH","A31PW970Z2PC5P","Submitted","Mon Jun 13 21:18:14 PDT 2022","Mon Jun 13 21:18:45 PDT 2022","Mon Jun 20 21:18:45 PDT 2022","","","","31","100% (2/2)","100% (2/2)","100% (2/2)","apartment","build a bonfire","","false","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","false","","","","","","","","","","","","","","","","","","","","",""
"3WPCIUYH1B7RIJ9SWOWTCBVUWLGDT4","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:38 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:38 PDT 2022","","","34Q075JO1ZCZXZUI8VTQFIO99UI01G","A2RBF3IIJP15IH","Submitted","Mon Jun 13 07:46:55 PDT 2022","Mon Jun 13 08:26:27 PDT 2022","Mon Jun 20 08:26:27 PDT 2022","","","","2372","100% (3/3)","100% (3/3)","100% (3/3)","airplane","yawn without covering your mouth","","false","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","false","some OTHER PERSON's attribute","","","","","","false","is","","","","","","state","","","","","","sleeping","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","false","is","","","","","","","airplane role","","","","","","","flight attendant","","","","","",""
"3O0M2G5VC71VY8HL57QJI70CP1K94N","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:38 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:38 PDT 2022","","","3PQ8K71NHZJRS050WGJCFPTPMEMAAZ","A3GTEGJU3HS88W","Submitted","Mon Jun 13 20:03:28 PDT 2022","Mon Jun 13 23:45:25 PDT 2022","Mon Jun 20 23:45:25 PDT 2022","","","","13317","100% (3/3)","100% (3/3)","100% (3/3)","animal shelter","put a male and female bird in the same cage","","false","the birds'","the birds'","","","","","","false","is","is","","","","","","age range","previous home status","","","","","","baby/hatchling","in the same cage","","","","","","false","the birds'","","","","","","false","is NOT","","","","","","species","","","","","","the same as one another","","","","","","false","the birds'","the birds'","the birds'","","","","","false","is NOT","is","is","","","","","age range","maturity","species","","","","","baby/hatchling","mature/adult","the same as each other","","","",""
"3ZCC2DXSD83QXG3D2Q66XDXATB3YYL","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:38 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:38 PDT 2022","","","3VFJCI1K41YK184KKRX861T2K8AGR2","A20DUVEOH6A7KW","Submitted","Mon Jun 13 05:58:23 PDT 2022","Mon Jun 13 06:09:03 PDT 2022","Mon Jun 20 06:09:03 PDT 2022","","","","640","100% (3576/3578)","93% (14/15)","93% (14/15)","apartment","go to bed without brushing your teeth","","true","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","false","is","is","","","","","","disability","state","","","","","","brain injury","oral surgery","","","","","","false","the environment","","","","","","true","is NOT","","","","","","utilities repair","","","","","","no water","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","true","is","","","","","","","age bracket","","","","","","","infant","","","","","",""
"3UQ1LLR26B751ZYB35300JD7H5XLA7","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:39 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:39 PDT 2022","","","3IOEN3P9S9IUBAGXAK97OJY0M0A16U","A31PW970Z2PC5P","Submitted","Mon Jun 13 15:06:04 PDT 2022","Mon Jun 13 15:10:06 PDT 2022","Mon Jun 20 15:10:06 PDT 2022","","","","242","100% (2/2)","100% (2/2)","100% (2/2)","airport terminal","push carts of baggage to the correct gate","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","false","is","","","","","","","airport terminal role","","","","","","","baggage handler","","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","false","is","","","","","","airport terminal role","","","","","","airport security","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","false","is","","","","","","","airport terminal role","","","","","","","air traffic controller","","","","","",""
"3Q7TKIAPOU93Z61NNFU2QKLD28ULD9","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:40 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:40 PDT 2022","","","37U1UTWH9XL58TY21TLKEOC4W0HR83","A249LDVPG27XCE","Submitted","Tue Jun 14 22:35:49 PDT 2022","Tue Jun 14 23:01:51 PDT 2022","Tue Jun 21 23:01:51 PDT 2022","","","","1562","100% (901/901)","100% (1/1)","100% (1/1)","airplane cabin","create a disturbance","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR is also doing","","","false","is","is","is NOT","is","is","","","airplane cabin role","airplane cabin role","airplane cabin role","(other) adjective","airplane cabin behavior","","","co-pilot","pilot","flight attendant","threatened","fight off terrorist/hijaker","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","false","is","is","is NOT","is","is NOT","is NOT","airplane cabin role","airplane cabin role","airplane cabin role","(other) adjective","(other) adjective","(other) adjective","co-pilot","pilot","flight attendant","passed-out","drunk","dozing","false","the PERSON PERFORMING BEHAVIOR's role","the environment","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR is also doing","some OTHER PERSON's role","some OTHER PERSON's attribute","some OTHER PERSON's attribute","false","is","is NOT","is NOT","is","is","is NOT","is","airplane cabin role","time period","(other) adjective","airplane cabin behavior","airplane cabin role","(other) adjective","(other) adjective","pilot","off duty","professional","have sex","flight attendant","likeminded","screaming"
"3HY86PZXPZHV15BJQ0N3CNUK4EQE1P","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:40 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:40 PDT 2022","","","32ZKVD547HMWRPB7TF4YNSZPYNQ3B4","A31PW970Z2PC5P","Submitted","Mon Jun 13 21:19:07 PDT 2022","Mon Jun 13 21:31:28 PDT 2022","Mon Jun 20 21:31:28 PDT 2022","","","","741","100% (2/2)","100% (2/2)","100% (2/2)","apartment","do drugs","","false","the PERSON PERFORMING BEHAVIOR's attribute","some OTHER PERSON's attribute","","","","","","false","is","is","","","","","","employment","disability","","","","","","drug-dealer","drug addiction","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","false","is","","","","","","disability","","","","","","glaucoma","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","false","is","","","","","","","employment","","","","","","","police officer","","","","","",""
"3B6F54KMR3BWBOG1RV7814YZ55Z1SD","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:40 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:40 PDT 2022","","","3NLZY2D53RO0BZ3LI35OE3O5K85LQX","A3GTEGJU3HS88W","Submitted","Mon Jun 13 19:55:34 PDT 2022","Mon Jun 13 23:39:23 PDT 2022","Mon Jun 20 23:39:23 PDT 2022","","","","13429","100% (3/3)","100% (3/3)","100% (3/3)","apartment","put your feet on the furniture","Using the drop-down menus was confusing, and the categories/constraints were formatted differently from the example.  If you could adjust them to mimic the example better, that would help!","false","the PERSON PERFORMING BEHAVIOR's role","the person","","","","","","false","is","is","","","","","","bed role","home status","","","","","","asleep","lives there","","","","","","false","the person's","the person's","the furniture","","","","false","is","are","is","","","","age","shoes","used","","","","under 3 years","off their feet","footrest","","","","false","the person","the person's","the person","","","","","false","is","is","is","","","","","shoes","feet/shoes","friendship status","","","","","on their feet","muddy","stranger","","","",""
"3S4TINXCC1MIQU60MBJONB17USNOBM","3164SQ54U5U28JQK4DZLL2ZQB4SX7M","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.05","Sun Jun 12 23:05:40 PDT 2022","1","BatchId:4759614;OriginalHitTemplateId:928390828;","21600","604800","Sat Jul 02 23:05:40 PDT 2022","","","3DHE4R9OCYA3XONZ51I75TLU8RDG2S","A249LDVPG27XCE","Submitted","Tue Jun 14 22:14:15 PDT 2022","Tue Jun 14 22:35:48 PDT 2022","Tue Jun 21 22:35:48 PDT 2022","","","","1293","100% (901/901)","100% (1/1)","100% (1/1)","altar","fall asleep","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the environment","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR is also doing","some OTHER PERSON's role","some OTHER PERSON's attribute","false","is","is","is","is","is","is","is","altar role","religion","time period","altar behavior","altar behavior","altar role","social class","sacrifice","believes in human sacrifice","pre-1200","drugged","sacrifice a human","leader","priest","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR is also doing","","","","false","is","is","is","","","","altar role","age bracket","altar behavior","","","","layperson","infant","being baptized","","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR is also doing","","","","","false","is","is","is","","","","","altar role","employment","altar behavior","","","","","leader","clerical","giving sermon","","","",""